web-scraper-order,web-scraper-start-url,single,single-href,Tltle,Price,Image-src
"1691759757-11","https://www.flipkart.com/search?q=Women+formal+shirts+black&otracker=search&otracker1=search&marketplace=FLIPKART&as-show=on&as=off&sort=popularity","","https://www.flipkart.com/sangeeta-devi-women-self-design-casual-white-shirt/p/itmca46dbba3c2aa?pid=SHTGCZ3PQWHDHUYZ&lid=LSTSHTGCZ3PQWHDHUYZRKBG7F&marketplace=FLIPKART&q=Women+formal+shirts+black&store=clo%2Fash%2Faxc%2Fvop&srno=s_1_30&otracker=search&otracker1=search&iid=fae7fd77-489a-4e94-bf59-ea3e3631da79.SHTGCZ3PQWHDHUYZ.SEARCH&ssid=hybkv1uejk0000001691759721034&qH=aa8355876fd1cfe0","Women Regular Fit Self Design Button Down Collar Casual Shirt","₹394","https://rukminim2.flixcart.com/image/832/832/kwtkxow0/shirt/a/1/c/l-bg-096-aqau-blue-side-and-front-button-shirt-s-bhartitrend-original-imag9f6xuhy7px2y.jpeg?q=70"
"1691759760-12","https://www.flipkart.com/search?q=Women+formal+shirts+black&otracker=search&otracker1=search&marketplace=FLIPKART&as-show=on&as=off&sort=popularity","","https://www.flipkart.com/bhartitrend-women-solid-casual-white-shirt/p/itm9629b8b706f28?pid=SHTGASCFBBKFXSH8&lid=LSTSHTGASCFBBKFXSH8992K7T&marketplace=FLIPKART&q=Women+formal+shirts+black&store=clo%2Fash%2Faxc%2Fvop&srno=s_1_29&otracker=search&otracker1=search&iid=fae7fd77-489a-4e94-bf59-ea3e3631da79.SHTGASCFBBKFXSH8.SEARCH&ssid=hybkv1uejk0000001691759721034&qH=aa8355876fd1cfe0","Women Regular Fit Solid Button Down Collar Casual Shirt","₹437","https://rukminim2.flixcart.com/image/832/832/kylvr0w0/shirt/6/x/a/xl-bg-093-white-xl-bhartitrend-original-imagascfvjrnfe54.jpeg?q=70"
"1691759763-13","https://www.flipkart.com/search?q=Women+formal+shirts+black&otracker=search&otracker1=search&marketplace=FLIPKART&as-show=on&as=off&sort=popularity","","https://www.flipkart.com/style-quotient-women-solid-formal-black-shirt/p/itm8b23f0a7aa831?pid=SHTGRYBA6WFGCJBS&lid=LSTSHTGRYBA6WFGCJBS37IIIZ&marketplace=FLIPKART&q=Women+formal+shirts+black&store=clo%2Fash%2Faxc%2Fvop&srno=s_1_28&otracker=search&otracker1=search&iid=fae7fd77-489a-4e94-bf59-ea3e3631da79.SHTGRYBA6WFGCJBS.SEARCH&ssid=hybkv1uejk0000001691759721034&qH=aa8355876fd1cfe0","Women Regular Fit Solid Spread Collar Formal Shirt","₹699",""
"1691759766-14","https://www.flipkart.com/search?q=Women+formal+shirts+black&otracker=search&otracker1=search&marketplace=FLIPKART&as-show=on&as=off&sort=popularity","","https://www.flipkart.com/selvia-women-solid-formal-black-pink-shirt/p/itm4d5033a162e42?pid=SHTGHMYUXQ6QTNTV&lid=LSTSHTGHMYUXQ6QTNTVHJYNYK&marketplace=FLIPKART&q=Women+formal+shirts+black&store=clo%2Fash%2Faxc%2Fvop&srno=s_1_27&otracker=search&otracker1=search&iid=fae7fd77-489a-4e94-bf59-ea3e3631da79.SHTGHMYUXQ6QTNTV.SEARCH&ssid=hybkv1uejk0000001691759721034&qH=aa8355876fd1cfe0","Women Regular Fit Solid Spread Collar Formal Shirt  (Pack of 2)","₹699","https://rukminim2.flixcart.com/image/832/832/xif0q/shirt/l/x/j/s-329tk253-329tk259-selvia-original-imaghmytkbuu2a8b.jpeg?q=70"
"1691759769-15","https://www.flipkart.com/search?q=Women+formal+shirts+black&otracker=search&otracker1=search&marketplace=FLIPKART&as-show=on&as=off&sort=popularity","","https://www.flipkart.com/levaluup-women-graphic-print-casual-multicolor-shirt/p/itm4e7256a33f5a2?pid=SHTGEHP8QFEG7QFN&lid=LSTSHTGEHP8QFEG7QFNKYIEW4&marketplace=FLIPKART&q=Women+formal+shirts+black&store=clo%2Fash%2Faxc%2Fvop&srno=s_1_26&otracker=search&otracker1=search&iid=fae7fd77-489a-4e94-bf59-ea3e3631da79.SHTGEHP8QFEG7QFN.SEARCH&ssid=hybkv1uejk0000001691759721034&qH=aa8355876fd1cfe0","Women Regular Fit Graphic Print Cut Away Collar Casual Shirt","₹359","https://rukminim2.flixcart.com/image/832/832/xif0q/shirt/m/w/f/l-bnd-21-foxhil-fashion-original-imagehm5x4hsaupj.jpeg?q=70"
"1691759772-16","https://www.flipkart.com/search?q=Women+formal+shirts+black&otracker=search&otracker1=search&marketplace=FLIPKART&as-show=on&as=off&sort=popularity","","https://www.flipkart.com/selvia-women-solid-formal-black-white-shirt/p/itm7f757a59f9b59?pid=SHTGHMYUSWZNNZ9Q&lid=LSTSHTGHMYUSWZNNZ9QLQXJYE&marketplace=FLIPKART&q=Women+formal+shirts+black&store=clo%2Fash%2Faxc%2Fvop&srno=s_1_25&otracker=search&otracker1=search&iid=fae7fd77-489a-4e94-bf59-ea3e3631da79.SHTGHMYUSWZNNZ9Q.SEARCH&ssid=hybkv1uejk0000001691759721034&qH=aa8355876fd1cfe0","Women Regular Fit Solid Spread Collar Formal Shirt  (Pack of 2)","₹699","https://rukminim2.flixcart.com/image/832/832/xif0q/shirt/q/v/2/s-329tk253-329tk256-selvia-original-imaghmytjyzvmat7.jpeg?q=70"
"1691759775-17","https://www.flipkart.com/search?q=Women+formal+shirts+black&otracker=search&otracker1=search&marketplace=FLIPKART&as-show=on&as=off&sort=popularity","","https://www.flipkart.com/live-trendz-women-solid-casual-black-shirt/p/itm3dcc3a65c3466?pid=SHTGMYPCCZFFZ9UT&lid=LSTSHTGMYPCCZFFZ9UT396TJU&marketplace=FLIPKART&q=Women+formal+shirts+black&store=clo%2Fash%2Faxc%2Fvop&srno=s_1_24&otracker=search&otracker1=search&iid=fae7fd77-489a-4e94-bf59-ea3e3631da79.SHTGMYPCCZFFZ9UT.SEARCH&ssid=hybkv1uejk0000001691759721034&qH=aa8355876fd1cfe0","Women Regular Fit Solid Spread Collar Casual Shirt","₹470","https://rukminim2.flixcart.com/image/832/832/xif0q/shirt/x/8/b/4xl-womenshirtm-live-trendz-original-imagmypbsfm2x6r9.jpeg?q=70"
"1691759778-18","https://www.flipkart.com/search?q=Women+formal+shirts+black&otracker=search&otracker1=search&marketplace=FLIPKART&as-show=on&as=off&sort=popularity","","https://www.flipkart.com/clugenix-women-solid-formal-black-shirt/p/itm5b83e710d1a42?pid=SHTGMHJUSZZY6ZCF&lid=LSTSHTGMHJUSZZY6ZCFW0G6L2&marketplace=FLIPKART&q=Women+formal+shirts+black&store=clo%2Fash%2Faxc%2Fvop&srno=s_1_23&otracker=search&otracker1=search&iid=fae7fd77-489a-4e94-bf59-ea3e3631da79.SHTGMHJUSZZY6ZCF.SEARCH&ssid=hybkv1uejk0000001691759721034&qH=aa8355876fd1cfe0","Women Regular Fit Solid Spread Collar Formal Shirt","₹399","https://rukminim2.flixcart.com/image/832/832/xif0q/shirt/d/7/q/l-formal-shirt-meri-fashion-original-imagmhfezydej7ax.jpeg?q=70"
"1691759781-19","https://www.flipkart.com/search?q=Women+formal+shirts+black&otracker=search&otracker1=search&marketplace=FLIPKART&as-show=on&as=off&sort=popularity","","https://www.flipkart.com/swaron-women-striped-casual-black-shirt/p/itm0628de02cfb85?pid=SHTGMDPHKCV2ZHGV&lid=LSTSHTGMDPHKCV2ZHGV1ZPV4Y&marketplace=FLIPKART&q=Women+formal+shirts+black&store=clo%2Fash%2Faxc%2Fvop&srno=s_1_22&otracker=search&otracker1=search&iid=fae7fd77-489a-4e94-bf59-ea3e3631da79.SHTGMDPHKCV2ZHGV.SEARCH&ssid=hybkv1uejk0000001691759721034&qH=aa8355876fd1cfe0","Women Regular Fit Striped Mandarin Collar Casual Shirt","₹429","https://rukminim2.flixcart.com/image/832/832/xif0q/shirt/q/i/n/s-407tk343aj-swaron-original-imagqfuyfgt8tfpz.jpeg?q=70"
"1691759784-20","https://www.flipkart.com/search?q=Women+formal+shirts+black&otracker=search&otracker1=search&marketplace=FLIPKART&as-show=on&as=off&sort=popularity","","https://www.flipkart.com/attire-empire-women-solid-casual-black-shirt/p/itm453bf8aec1731?pid=SHTGMEHTFM9VBTSD&lid=LSTSHTGMEHTFM9VBTSDGI0DR0&marketplace=FLIPKART&q=Women+formal+shirts+black&store=clo%2Fash%2Faxc%2Fvop&srno=s_1_21&otracker=search&otracker1=search&iid=fae7fd77-489a-4e94-bf59-ea3e3631da79.SHTGMEHTFM9VBTSD.SEARCH&ssid=hybkv1uejk0000001691759721034&qH=aa8355876fd1cfe0","Women Regular Fit Solid Spread Collar Casual Shirt","₹412","https://rukminim2.flixcart.com/image/832/832/xif0q/shirt/o/f/s/m-2560-attire-empire-original-imagmehnyzwe9hjj.jpeg?q=70"
"1691759787-21","https://www.flipkart.com/search?q=Women+formal+shirts+black&otracker=search&otracker1=search&marketplace=FLIPKART&as-show=on&as=off&sort=popularity","","https://www.flipkart.com/blue-ronin-women-solid-formal-black-beige-shirt/p/itmcd7e1390a8e47?pid=SHTGFF4JFVX6XKHV&lid=LSTSHTGFF4JFVX6XKHVGLFZYP&marketplace=FLIPKART&q=Women+formal+shirts+black&store=clo%2Fash%2Faxc%2Fvop&srno=s_1_20&otracker=search&otracker1=search&iid=fae7fd77-489a-4e94-bf59-ea3e3631da79.SHTGFF4JFVX6XKHV.SEARCH&ssid=hybkv1uejk0000001691759721034&qH=aa8355876fd1cfe0","Women Regular Fit Solid Curved Collar Formal Shirt  (Pack of 2)","₹999","https://rukminim2.flixcart.com/image/832/832/xif0q/shirt/b/x/c/l-combo-2-fs-wh-sky-blue-ronin-original-imagff4eshqhvv64-bb.jpeg?q=70"
"1691759790-22","https://www.flipkart.com/search?q=Women+formal+shirts+black&otracker=search&otracker1=search&marketplace=FLIPKART&as-show=on&as=off&sort=popularity","","https://www.flipkart.com/sangeeta-devi-women-self-design-casual-black-shirt/p/itmdb17eddcd472d?pid=SHTGCZ3PKKZECG4A&lid=LSTSHTGCZ3PKKZECG4A417FDJ&marketplace=FLIPKART&q=Women+formal+shirts+black&store=clo%2Fash%2Faxc%2Fvop&srno=s_1_19&otracker=search&otracker1=search&iid=fae7fd77-489a-4e94-bf59-ea3e3631da79.SHTGCZ3PKKZECG4A.SEARCH&ssid=hybkv1uejk0000001691759721034&qH=aa8355876fd1cfe0","Women Regular Fit Self Design Button Down Collar Casual Shirt","₹469","https://rukminim2.flixcart.com/image/832/832/xif0q/shirt/x/u/r/s-bg-082-bhartitrend-original-imag4ftdk6ufhz8e-bb.jpeg?q=70"
"1691759794-23","https://www.flipkart.com/search?q=Women+formal+shirts+black&otracker=search&otracker1=search&marketplace=FLIPKART&as-show=on&as=off&sort=popularity","","https://www.flipkart.com/absorbing-women-solid-casual-dark-blue-shirt/p/itm3624aa8e5e7ee?pid=SHTGFTNMHUXKWP6F&lid=LSTSHTGFTNMHUXKWP6FEB7CDW&marketplace=FLIPKART&q=Women+formal+shirts+black&store=clo%2Fash%2Faxc%2Fvop&srno=s_1_18&otracker=search&otracker1=search&iid=fae7fd77-489a-4e94-bf59-ea3e3631da79.SHTGFTNMHUXKWP6F.SEARCH&ssid=hybkv1uejk0000001691759721034&qH=aa8355876fd1cfe0","Women Regular Fit Solid Spread Collar Casual Shirt","₹287","https://rukminim2.flixcart.com/image/832/832/kruyw7k0/top/d/j/w/m-trendy-276-absorbing-original-imag5jxrcqd8qygh.jpeg?q=70"
"1691759797-24","https://www.flipkart.com/search?q=Women+formal+shirts+black&otracker=search&otracker1=search&marketplace=FLIPKART&as-show=on&as=off&sort=popularity","","https://www.flipkart.com/van-heusen-women-solid-formal-black-shirt/p/itmf3x8kvbufhbtr?pid=SHTFFZP8VFDSKYFU&lid=LSTSHTFFZP8VFDSKYFU4MBSN6&marketplace=FLIPKART&q=Women+formal+shirts+black&store=clo%2Fash%2Faxc%2Fvop&srno=s_1_17&otracker=search&otracker1=search&iid=fae7fd77-489a-4e94-bf59-ea3e3631da79.SHTFFZP8VFDSKYFU.SEARCH&ssid=hybkv1uejk0000001691759721034&qH=aa8355876fd1cfe0","Women Regular Fit Solid Formal Shirt","₹1,274","https://rukminim2.flixcart.com/image/832/832/xif0q/shirt/x/g/8/3xl-vwsf1s86300-van-heusen-original-imaffzvhktrzzfj4-bb.jpeg?q=70"
"1691759800-25","https://www.flipkart.com/search?q=Women+formal+shirts+black&otracker=search&otracker1=search&marketplace=FLIPKART&as-show=on&as=off&sort=popularity","","https://www.flipkart.com/aglobi-women-checkered-casual-white-black-shirt/p/itm4aab6293bb653?pid=SHTGFQYFY89DGCTS&lid=LSTSHTGFQYFY89DGCTSQWT7EW&marketplace=FLIPKART&q=Women+formal+shirts+black&store=clo%2Fash%2Faxc%2Fvop&srno=s_1_16&otracker=search&otracker1=search&iid=fae7fd77-489a-4e94-bf59-ea3e3631da79.SHTGFQYFY89DGCTS.SEARCH&ssid=hybkv1uejk0000001691759721034&qH=aa8355876fd1cfe0","Women Regular Fit Checkered Button Down Collar Casual Shirt","₹294","https://rukminim2.flixcart.com/image/832/832/l4yi7bk0/shirt/g/k/0/xl-w-s-aglobi-original-imagfqyfkdnzgez3.jpeg?q=70"
"1691759803-26","https://www.flipkart.com/search?q=Women+formal+shirts+black&otracker=search&otracker1=search&marketplace=FLIPKART&as-show=on&as=off&sort=popularity","","https://www.flipkart.com/bhartitrend-women-solid-casual-black-shirt/p/itm388b88807958a?pid=SHTGASCFC9BN3UWF&lid=LSTSHTGASCFC9BN3UWFZKPJAH&marketplace=FLIPKART&q=Women+formal+shirts+black&store=clo%2Fash%2Faxc%2Fvop&srno=s_1_15&otracker=search&otracker1=search&iid=fae7fd77-489a-4e94-bf59-ea3e3631da79.SHTGASCFC9BN3UWF.SEARCH&ssid=hybkv1uejk0000001691759721034&qH=aa8355876fd1cfe0","Women Regular Fit Solid Button Down Collar Casual Shirt","₹479","https://rukminim2.flixcart.com/image/832/832/xif0q/shirt/f/h/a/m-bg-094-black-m-bhartitrend-original-imagascfdbrpn3c2-bb.jpeg?q=70"
"1691759806-27","https://www.flipkart.com/search?q=Women+formal+shirts+black&otracker=search&otracker1=search&marketplace=FLIPKART&as-show=on&as=off&sort=popularity","","https://www.flipkart.com/selvia-women-checkered-casual-black-white-shirt/p/itmacbf652fdbf82?pid=SHTGR7VWBQPYBHZ4&lid=LSTSHTGR7VWBQPYBHZ4RWQIG6&marketplace=FLIPKART&q=Women+formal+shirts+black&store=clo%2Fash%2Faxc%2Fvop&srno=s_1_14&otracker=search&otracker1=search&iid=fae7fd77-489a-4e94-bf59-ea3e3631da79.SHTGR7VWBQPYBHZ4.SEARCH&ssid=hybkv1uejk0000001691759721034&qH=aa8355876fd1cfe0","Women Boxy Fit Checkered Spread Collar Casual Shirt","₹449",""
"1691759809-28","https://www.flipkart.com/search?q=Women+formal+shirts+black&otracker=search&otracker1=search&marketplace=FLIPKART&as-show=on&as=off&sort=popularity","","https://www.flipkart.com/selvia-women-polka-print-printed-casual-black-white-shirt/p/itm08ded61d9176c?pid=SHTGHDXHJKJHKDXW&lid=LSTSHTGHDXHJKJHKDXWQ3UDOK&marketplace=FLIPKART&q=Women+formal+shirts+black&store=clo%2Fash%2Faxc%2Fvop&srno=s_1_13&otracker=search&otracker1=search&iid=fae7fd77-489a-4e94-bf59-ea3e3631da79.SHTGHDXHJKJHKDXW.SEARCH&ssid=hybkv1uejk0000001691759721034&qH=aa8355876fd1cfe0","Women Regular Fit Polka Print, Printed Spread Collar Casual Shirt","₹459","https://rukminim2.flixcart.com/image/832/832/xif0q/shirt/o/b/o/m-408tk353-selvia-original-imaghdwfkmqms25n.jpeg?q=70"
"1691759812-29","https://www.flipkart.com/search?q=Women+formal+shirts+black&otracker=search&otracker1=search&marketplace=FLIPKART&as-show=on&as=off&sort=popularity","","https://www.flipkart.com/shrivani-women-solid-formal-black-shirt/p/itme7b1cb3f248c7?pid=SHTGCEZEGTPXKKQK&lid=LSTSHTGCEZEGTPXKKQKGFJ6EF&marketplace=FLIPKART&q=Women+formal+shirts+black&store=clo%2Fash%2Faxc%2Fvop&srno=s_1_12&otracker=search&otracker1=search&iid=fae7fd77-489a-4e94-bf59-ea3e3631da79.SHTGCEZEGTPXKKQK.SEARCH&ssid=hybkv1uejk0000001691759721034&qH=aa8355876fd1cfe0","Women Regular Fit Solid Wingtip Collar Formal Shirt","₹283","https://rukminim2.flixcart.com/image/832/832/xif0q/shirt/8/a/c/l-1205-gehu-garments-original-imag9ghrbayed8f8.jpeg?q=70"
"1691759815-30","https://www.flipkart.com/search?q=Women+formal+shirts+black&otracker=search&otracker1=search&marketplace=FLIPKART&as-show=on&as=off&sort=popularity","","https://www.flipkart.com/live-trendz-women-solid-casual-black-shirt/p/itm3961e172083d8?pid=SHTGMYPCVFHFKAVP&lid=LSTSHTGMYPCVFHFKAVP9XVPWB&marketplace=FLIPKART&q=Women+formal+shirts+black&store=clo%2Fash%2Faxc%2Fvop&srno=s_1_11&otracker=search&otracker1=search&iid=fae7fd77-489a-4e94-bf59-ea3e3631da79.SHTGMYPCVFHFKAVP.SEARCH&ssid=hybkv1uejk0000001691759721034&qH=aa8355876fd1cfe0","Women Regular Fit Solid Spread Collar Casual Shirt","₹470","https://rukminim2.flixcart.com/image/832/832/xif0q/shirt/z/k/j/4xl-womenshirtm-live-trendz-original-imagmypbmsmdwphn.jpeg?q=70"
"1691759818-31","https://www.flipkart.com/search?q=Women+formal+shirts+black&otracker=search&otracker1=search&marketplace=FLIPKART&as-show=on&as=off&sort=popularity","","https://www.flipkart.com/ahloxia-women-solid-casual-black-shirt/p/itm08dd6ee2c5d00?pid=SHTGY2N23XXYZCDG&lid=LSTSHTGY2N23XXYZCDGTEOAR5&marketplace=FLIPKART&q=Women+formal+shirts+black&store=clo%2Fash%2Faxc%2Fvop&srno=s_1_10&otracker=search&otracker1=search&iid=fae7fd77-489a-4e94-bf59-ea3e3631da79.SHTGY2N23XXYZCDG.SEARCH&ssid=hybkv1uejk0000001691759721034&qH=aa8355876fd1cfe0","Women Slim Fit Solid Button Down Collar Casual Shirt","₹349","https://rukminim2.flixcart.com/image/832/832/xif0q/shirt/t/g/s/m-women-rayon-shirt-ahloxia-original-imagy2n2avx7hb7r-bb.jpeg?q=70"
