uniq_id,crawl_timestamp,product_id,link,size,variant_sku,brand,care_instructions,dominant_material,title,actual_color,dominant_color,product_type,images,body,product_details,size_fit,complete_the_look,type,variant_price,variant_compare_at_price,ideal_for,is_in_stock,inventory,specifications,
b649e55930d4ef980df78ecef474da16,2019-06-01 08:53:08 +0000,8223825,https://www.myntra.com/kurta-sets/yk/yk-girls-yellow--pink-solid-kurta-with-salwar-and-waistcoat/8223825/buy,6-7Y,8223825_6-7Y,YK,Top fabric: Art Silk | Bottom fabric: Art Silk | Dry-clean,Silk,YK Girls Yellow & Pink Solid Kurta with Salwar and Waistcoat,Yellow | Pink,Yellow,Kurta with Salwar and Waistcoat,http://assets.myntassets.com/v1/assets/images/8223825/2018/12/21/a11f015f-1490-4616-bb87-77ce5813c2b21545390204614-YK-Girls-Kurta-Sets-9721545390202454-1.jpg,"Yellow and pink solid kurta with salwarYellowÂ  above knee kurta, has a round neck, three-quarter sleeves, straight hem, side slitsPink solid salwar, slip-on closurePink printed waistcoat
This beautiful yellow kurta set from YK is festive enough for your little girl.  Dress up this kurta set with flats and bangles for a gorgeous formal look.
Top fabric: Art Silk Bottom fabric: Art Silk Dry-clean","Yellow and pink solid kurta with salwarYellowÂ  above knee kurta, has a round neck, three-quarter sleeves, straight hem, side slitsPink solid salwar, slip-on closurePink printed waistcoat",,This beautiful yellow kurta set from YK is festive enough for your little girl.  Dress up this kurta set with flats and bangles for a gorgeous formal look.,Clothing/Girls/Kurta Sets/YK/More by YK,1249,2499,Girls,In Stock,Occasion : Festive | Number of Components : 3 | Top Pattern : Solid | Top Design Styling : Regular | Bottom Type : Salwar | Top Fabric : Art Silk | Dupatta : Without Dupatta | Weave Pattern : Regular | Top Type : Kurta | Wash Care : Dry Clean | Weave Type : Machine Weave | Bottom Fabric : Art Silk | Top Hemline : Straight | Pattern Coverage : None | Sleeve Styling : Regular Sleeves | Waistband : Elasticated | Print or Pattern Type : Solid | Bottom Pattern : Solid | Top Length : Above Knee | Neck : Round Neck | Bottom Closure : Slip-On | Body or Garment Size : Garment Measurements in | Sleeve Length : Three-Quarter Sleeves | Stitch : Ready to Wear | Top Shape : Straight | Slit Detail : Side Slits,,
5a776e159dd87a7d7d902c9e36e4e8c7,2019-08-01 01:33:48 +0000,6531515,https://www.myntra.com/kurtas/anouk/anouk-women-red--burgundy-printed-a-line-kurta/6531515/buy,XL,6531515_XL,Anouk,100% cotton | Hand-wash,cotton,Anouk Women Red & Burgundy Printed A-Line Kurta,Red | Burgundy,Red,A-Line Kurta,http://assets.myntassets.com/v1/assets/images/6531515/2018/9/1/fa6d0ce3-4ba5-4d69-ab38-fff119eb9ea31535797673940-Anouk-Women-Kurtas-3291535797673856-1.jpg | http://assets.myntassets.com/v1/assets/images/6531515/2018/9/1/c88da2ce-9150-44f6-ad72-89d2590bf1841535797674040-Anouk-Women-Kurtas-3291535797673856-2.jpg | http://assets.myntassets.com/v1/assets/images/6531515/2018/9/1/c92f6b7a-ed57-4a66-9e5d-4dea0490059f1535797674013-Anouk-Women-Kurtas-3291535797673856-3.jpg | http://assets.myntassets.com/v1/assets/images/6531515/2018/9/1/17d6d07e-9a79-4931-9f27-541fca102eee1535797673989-Anouk-Women-Kurtas-3291535797673856-4.jpg | http://assets.myntassets.com/v1/assets/images/6531515/2018/9/1/af7a44c0-3461-4afb-a115-a9d16dadcd741535797673960-Anouk-Women-Kurtas-3291535797673856-5.jpg,"Red and burgundy printed A-line kurta, has a round neck, three-quarter sleeves, flared hem
The model (height 5'8"") is wearing a size S
100% cotton Hand-wash
Keep it classy all year long with a stylish kurta from Anouk.  Sport this red piece with studded flats and minimal jewellery for a simple yet stunning evening ensemble.","Red and burgundy printed A-line kurta, has a round neck, three-quarter sleeves, flared hem","The model (height 5'8"") is wearing a size S",Keep it classy all year long with a stylish kurta from Anouk.  Sport this red piece with studded flats and minimal jewellery for a simple yet stunning evening ensemble.,Clothing/Women/Kurtas/Anouk/More by Anouk,849,1699,Women,Out of Stock,0,Shape : A-Line | Sleeve Styling : Regular Sleeves | Occasion : Daily | Print or Pattern Type : Abstract | Number of Components : 1 | Design Styling : Empire | Colour Family : Bright | Neck : Round Neck | Pattern : Printed | Body or Garment Size : To-Fit Denotes Body Measurements in | Sleeve Length : Three-Quarter Sleeves | Weave Pattern : Regular | Fabric Purity : Pure | Stitch : Ready to Wear | Hemline : Flared | Wash Care : Hand Wash | Weave Type : Machine Weave | Length : Calf Length | Fabric : Cotton,
555c30bb72a6da18ad17206d152bedc7,2019-06-17 00:54:00 +0000,1708149,https://www.myntra.com/kurtas/anouk/anouk-women-maroon-kalamkari-print-a-line-kurta/1708149/buy,S,1708149_S,Anouk,100% viscose Hand-wash,viscose,Anouk Women Maroon Kalamkari Print A-Line Kurta,Maroon,Maroon,A-Line Kurta,http://assets.myntassets.com/v1/assets/images/1708149/2017/12/22/11513921802850-Anouk-Women-Maroon-Kalamkari-Print-A-Line-Kurta-9411513921802644-1.jpg | http://assets.myntassets.com/v1/assets/images/1708149/2017/12/22/11513921802810-Anouk-Women-Maroon-Kalamkari-Print-A-Line-Kurta-9411513921802644-2.jpg | http://assets.myntassets.com/v1/assets/images/1708149/2017/12/22/11513921802785-Anouk-Women-Maroon-Kalamkari-Print-A-Line-Kurta-9411513921802644-3.jpg | http://assets.myntassets.com/v1/assets/images/1708149/2017/12/22/11513921802758-Anouk-Women-Maroon-Kalamkari-Print-A-Line-Kurta-9411513921802644-4.jpg,"Maroon kalamkari print A-line kurta with layered detail, has a round neck, three-quarter sleeves, flared hem
The model (height 5'8'') is wearing a size S
Add class to your look with this appealing kalamkari A-line kurta from Anouk.  Pair this maroon kurta with leggings and ballerinas for a trendy look for any party.
100% viscose Hand-wash","Maroon kalamkari print A-line kurta with layered detail, has a round neck, three-quarter sleeves, flared hem",The model (height 5'8'') is wearing a size S,Add class to your look with this appealing kalamkari A-line kurta from Anouk.  Pair this maroon kurta with leggings and ballerinas for a trendy look for any party.,Clothing/Women/Kurtas/Anouk/More by Anouk,719,1799,Women,In Stock,Shape : A-Line | Sleeve Styling : Regular Sleeves | Occasion : Daily | Print or Pattern Type : Ethnic Motifs | Number of Components : 1 | Design Styling : Regular | Colour Family : Earthy | Neck : Round Neck | Pattern : Printed | Body or Garment Size : To-Fit Denotes Body Measurements in | Sleeve Length : Three-Quarter Sleeves | Weave Pattern : Regular | Fabric Purity : Synthetic | Stitch : Ready to Wear | Hemline : Flared | Wash Care : Hand Wash | Weave Type : Machine Weave | Length : Calf Length | Fabric : Viscose Rayon,,
1ea65931c9595835151724cdaca3f6c7,2019-08-06 07:11:23 +0000,9122641,https://www.myntra.com/kurta-sets/bownbee/bownbee-boys-white-solid-kurta-with-pyjamas/9122641/buy,9-10Y,9122641_9-10Y,BownBee,Top fabric: Pure Cotton | Bottom fabric: Pure Cotton | Dry-clean,Cotton,BownBee Boys White Solid Kurta with Pyjamas,White,White,Kurta with Pyjamas,http://assets.myntassets.com/v1/assets/images/9122641/2019/4/8/b4027f53-4906-46ce-b7bf-3ac88efe96b41554727980843-BownBee-Boys-White-Solid-Kurta-with-Pyjamas-521554727980401-1.jpg | http://assets.myntassets.com/v1/assets/images/9122641/2019/4/8/6e83af48-4aea-40d9-9f21-1ab44b54415d1554727980825-BownBee-Boys-White-Solid-Kurta-with-Pyjamas-521554727980401-2.jpg | http://assets.myntassets.com/v1/assets/images/9122641/2019/4/8/35161b3e-6b7a-4c49-9032-b3e05c05bece1554727980805-BownBee-Boys-White-Solid-Kurta-with-Pyjamas-521554727980401-3.jpg | http://assets.myntassets.com/v1/assets/images/9122641/2019/4/8/a189c589-1f1b-4ce0-8cd4-17e4c07bd9221554727980785-BownBee-Boys-White-Solid-Kurta-with-Pyjamas-521554727980401-4.jpg,"White solid kurta with pyjamas White straight knee length kurta, has a mandarin collar, long sleeves, straight hem, half button placket, one pocket White solid pyjamas, drawstring closure
Top fabric: Pure Cotton Bottom fabric: Pure Cotton Dry-clean
Your little champ will dazzle in this ethnic ensemble. Complete the look with mojaris.","White solid kurta with pyjamas White straight knee length kurta, has a mandarin collar, long sleeves, straight hem, half button placket, one pocket White solid pyjamas, drawstring closure",,Your little champ will dazzle in this ethnic ensemble. Complete the look with mojaris.,Clothing/Boys/Kurta Sets/BownBee/More by BownBee,674,1499,Boys,In Stock,5,Occasion : Daily | Number of Components : 1 | Top Pattern : Solid | Top Design Styling : Regular | Bottom Type : Pyjamas | Top Fabric : Pure Cotton | Dupatta : Without Dupatta | Weave Pattern : Regular | Top Type : Kurta | Wash Care : Dry Clean | Weave Type : Machine Weave | Bottom Fabric : Pure Cotton | Top Hemline : Straight | Pattern Coverage : None | Sleeve Styling : Regular Sleeves | Print or Pattern Type : Solid | Bottom Pattern : Solid | Top Length : Knee Length | Neck : Mandarin Collar | Bottom Closure : Drawstring | Body or Garment Size : Garment Measurements in | Sleeve Length : Long Sleeves | Stitch : Ready to Wear | Top Shape : Straight | Slit Detail : Side Slits,
9c091eecb82d742d804a08939892ff6c,2019-06-01 06:08:06 +0000,8259247,https://www.myntra.com/kurtas/deyann/deyann-men-brown-solid-straight-kurta/8259247/buy,3XL,8259247_3XL,DEYANN,Dupion Silk |  Dry-clean,Dupion,DEYANN Men Brown Solid Straight Kurta,Brown,Brown,Straight Kurta,http://assets.myntassets.com/v1/assets/images/productimage/2018/12/18/4b1b30da-b3d5-461b-a4af-7de1ffc9a02f1545078733496-1.jpg,"Brown solid straight kurta, has a mandarin collar, long sleeves, straight hem, side slits
The model (height 6') is wearing a size M
Complete your look with this kurta from DEYANN.  You'll look dapper as ever in this brown piece paired with slim jeans and sandals, ideal for any nice family gathering.
Dupion Silk  Dry-clean","Brown solid straight kurta, has a mandarin collar, long sleeves, straight hem, side slits",The model (height 6') is wearing a size M,"Complete your look with this kurta from DEYANN.  You'll look dapper as ever in this brown piece paired with slim jeans and sandals, ideal for any nice family gathering.",Clothing/Men/Kurtas/DEYANN/More by DEYANN,807,2690,Men,In Stock,Shape : Straight | Sleeve Styling : Regular Sleeves | Occasion : Festive | Print or Pattern Type : Solid | Number of Components : 1 | Design Styling : Regular | Colour Family : Earthy | Neck : Mandarin Collar | Pattern : Solid | Body or Garment Size : Garment Measurements in | Sleeve Length : Long Sleeves | Weave Pattern : Regular | Fabric Purity : Blended | Stitch : Ready to Wear | Hemline : Straight | Wash Care : Dry Clean | Weave Type : Machine Weave | Length : Knee Length | Slit Detail : Side Slits | Fabric : Dupion Silk,,
6b9f7714531e8a41d025d6fe56138ec8,2019-07-02 08:28:22 +0000,2388990,https://www.myntra.com/kurta-sets/libas/libas-women-purple-printed-kurta-with-palazzos/2388990/buy,L,2388990_L,Libas,Top fabric: Pure cottonBottom fabric: Pure cottonMachine-wash,Cotton,Libas Women Purple Printed Kurta with Palazzos,Purple,Purple,Kurta with Palazzos,http://assets.myntassets.com/v1/assets/images/2388990/2018/1/18/11516272114685-Libas-Women-Purple-Colourblocked-Kurta-with-Palazzos-7321516272114532-1.jpg | http://assets.myntassets.com/v1/assets/images/2388990/2018/1/18/11516272114664-Libas-Women-Purple-Colourblocked-Kurta-with-Palazzos-7321516272114532-2.jpg | http://assets.myntassets.com/v1/assets/images/2388990/2018/1/18/11516272114648-Libas-Women-Purple-Colourblocked-Kurta-with-Palazzos-7321516272114532-3.jpg | http://assets.myntassets.com/v1/assets/images/2388990/2018/1/18/11516272114633-Libas-Women-Purple-Colourblocked-Kurta-with-Palazzos-7321516272114532-4.jpg | http://assets.myntassets.com/v1/assets/images/2388990/2018/1/18/11516272114610-Libas-Women-Purple-Colourblocked-Kurta-with-Palazzos-7321516272114532-5.jpg,"Purple printed kurta with palazzosPurple and golden printed straight calf-length kurta, has a keyhole neck with a concealed hook-and-eye closure, three-quarter bell sleeves, straight hem, side slitsPurple and golden printed palazzos, a partially elasticated waistband with a dangler on one side, and flared hems
The model (height 5'8"") is wearing a size S
Top fabric: Pure cottonBottom fabric: Pure cottonMachine-wash
Perfect for warm weather or a resort get-away, this beautiful purple kurta set from Libas will help you feel feminine and modest. Accessorise this kurta set with sparkly earrings and bangles for a romantic date-night look.","Purple printed kurta with palazzosPurple and golden printed straight calf-length kurta, has a keyhole neck with a concealed hook-and-eye closure, three-quarter bell sleeves, straight hem, side slitsPurple and golden printed palazzos, a partially elasticated waistband with a dangler on one side, and flared hems","The model (height 5'8"") is wearing a size S","Perfect for warm weather or a resort get-away, this beautiful purple kurta set from Libas will help you feel feminine and modest. Accessorise this kurta set with sparkly earrings and bangles for a romantic date-night look.",Clothing/Women/Kurta Sets/Libas/More by Libas,1499,2499,Women,Out of Stock,Sleeve Styling : Flared Sleeves | Waistband : Partially Elasticated | Occasion : Fusion | Print or Pattern Type : Ethnic Motifs | Bottom Pattern : Printed | Top Pattern : Printed | Top Design Styling : Regular | Top Length : Calf Length | Bottom Type : Palazzos | Top Fabric : Pure Cotton | Dupatta : Without Dupatta | Neck : Keyhole Neck | Bottom Closure : Slip-On | Body or Garment Size : Garment Measurements in | Sleeve Length : Three-Quarter Sleeves | Weave Pattern : Regular | Top Type : Kurta | Wash Care : Machine Wash | Weave Type : Machine Weave | Top Shape : Straight | Bottom Fabric : Pure Cotton | Top Hemline : Straight | Slit Detail : Side Slits | Pattern Coverage : Small,,
875329bdc4dd17ec8348cf3a805cff79,2019-08-14 08:53:54 +0000,7453959,https://www.myntra.com/7453959,L,7453959_L,DEYANN,Top fabric: Dupion Silk | Bottom fabric: Dupion Silk | Dry-clean,Dupion,DEYANN Men Copper-Coloured & Blue Solid Kurta with Patiala Pant,Blue,Blue,Kurta with Patiala,http://assets.myntassets.com/v1/assets/images/7453959/2018/9/20/659c4f15-237c-4ad3-a315-58e88895ed541537441005802-Deyann-Kurta-Patiala-Set-8591537441005497-1.jpg | http://assets.myntassets.com/v1/assets/images/7453959/2018/9/20/e2342316-01ef-4e3c-9fc0-b1119284819a1537441005762-Deyann-Kurta-Patiala-Set-8591537441005497-2.jpg | http://assets.myntassets.com/v1/assets/images/7453959/2018/9/20/8bedb13f-f246-45a1-a7b5-8369be8388ba1537441005734-Deyann-Kurta-Patiala-Set-8591537441005497-3.jpg | http://assets.myntassets.com/v1/assets/images/7453959/2018/9/20/2108ceb7-67f9-422f-9e06-a73e74c072ec1537441005691-Deyann-Kurta-Patiala-Set-8591537441005497-4.jpg | http://assets.myntassets.com/v1/assets/images/7453959/2018/9/20/359b197e-901c-45d4-899f-5f5bd197d1a41537441005654-Deyann-Kurta-Patiala-Set-8591537441005497-5.jpg,"Copper-Toned and blue solid kurta with patiala Copper-Toned straight above knee kurta, has a mandarin collar, long sleeves, straight hem, side slits Blue solid patiala, drawstring closure &nbsp;
The model (height 6') is wearing a size M
Top fabric: Dupion Silk Bottom fabric: Dupion Silk Dry-clean
Complete your look with this kurta from DEYANN.  You'll look dapper as ever in this copper piece paired with slim jeans and sandals, ideal for any nice family gathering.","Copper-Toned and blue solid kurta with patiala Copper-Toned straight above knee kurta, has a mandarin collar, long sleeves, straight hem, side slits Blue solid patiala, drawstring closure &nbsp;",The model (height 6') is wearing a size M,"Complete your look with this kurta from DEYANN.  You'll look dapper as ever in this copper piece paired with slim jeans and sandals, ideal for any nice family gathering.",Clothing/Men/Kurta Sets/DEYANN/More by DEYANN,2990,2990,Men,In Stock,100,Occasion : Festive | Number of Components : 2 | Top Pattern : Solid | Top Design Styling : Regular | Bottom Type : Patiala | Top Fabric : Dupion Silk | Dupatta : Without Dupatta | Weave Pattern : Regular | Top Type : Kurta | Wash Care : Dry Clean | Weave Type : Machine Weave | Bottom Fabric : Dupion Silk | Top Hemline : Straight | Pattern Coverage : None | Sleeve Styling : Regular Sleeves | Print or Pattern Type : Solid | Bottom Pattern : Solid | Top Length : Above Knee | Neck : Mandarin Collar | Bottom Closure : Drawstring | Body or Garment Size : Garment Measurements in | Sleeve Length : Long Sleeves | Stitch : Ready to Wear | Top Shape : Straight | Slit Detail : Side Slits,
3ebb3dad60f59883c3da63ca1f6128de,2019-06-01 08:35:15 +0000,7486775,https://www.myntra.com/kurtas/rajubhai-hargovindas/rajubhai-hargovindas-men-navy-blue-solid-straight-kurta/7486775/buy,S,7486775_S,RAJUBHAI HARGOVINDAS,Cotton |  Hand-wash,Cotton,RAJUBHAI HARGOVINDAS Men Navy Blue Solid Straight Kurta,Blue | Navy,Navy,Straight Kurta,http://assets.myntassets.com/v1/assets/images/7486775/2018/9/26/a060fe59-f7b9-4edd-91b1-645878c44bc31537945630530-RAJUBHAI-HARGOVINDAS-Men-Navy-Blue-Solid-Straight-Kurta-2111537945630383-1.jpg,"Navy Blue solid straight kurta, has a mandarin collar, short sleeves, straight hem, side slits
The model (height 6') is wearing a size M
This in-style kurta from RAJUBHAI HARGOVINDAS is a must-have for any wardrobe.  Dress this navy blue piece up with your favourite accessories and head out to any family event in style.
Cotton  Hand-wash","Navy Blue solid straight kurta, has a mandarin collar, short sleeves, straight hem, side slits",The model (height 6') is wearing a size M,This in-style kurta from RAJUBHAI HARGOVINDAS is a must-have for any wardrobe.  Dress this navy blue piece up with your favourite accessories and head out to any family event in style.,Clothing/Men/Kurtas/RAJUBHAI HARGOVINDAS/More by RAJUBHAI HARGOVINDAS,1259,1799,Men,In Stock,Shape : Straight | Sleeve Styling : Regular Sleeves | Occasion : Daily | Print or Pattern Type : Solid | Number of Components : 1 | Design Styling : Regular | Colour Family : Indigo | Neck : Mandarin Collar | Pattern : Solid | Body or Garment Size : Garment Measurements in | Sleeve Length : Short Sleeves | Weave Pattern : Regular | Fabric Purity : Pure | Stitch : Ready to Wear | Hemline : Straight | Wash Care : Hand Wash | Weave Type : Machine Weave | Length : Knee Length | Slit Detail : Side Slits | Fabric : Cotton,,
d1ffe73624e2f19ac0d95dde18e89101,2019-08-19 12:26:36 +0000,8605875,https://www.myntra.com/8605875,S,8605875_S,Freehand,100% cotton | Machine-wash,cotton,Freehand Men Blue Printed Straight Kurta,Blue,Blue,Straight Kurta,http://assets.myntassets.com/v1/assets/images/8605875/2019/1/31/8529cc4f-bd85-4886-a1fb-ceafdb881a731548927279773-Freehand-Men-Blue-Printed-Straight-Kurta-3501548927278443-1.jpg | http://assets.myntassets.com/v1/assets/images/8605875/2019/1/31/45343820-fb2a-4def-a531-0924c4f1e3b21548927279746-Freehand-Men-Blue-Printed-Straight-Kurta-3501548927278443-2.jpg | http://assets.myntassets.com/v1/assets/images/8605875/2019/1/31/0020670a-c8fa-4a1d-950f-25c717373ed21548927279720-Freehand-Men-Blue-Printed-Straight-Kurta-3501548927278443-3.jpg | http://assets.myntassets.com/v1/assets/images/8605875/2019/1/31/bc3bd487-db64-493d-b72b-1826689f3f211548927279690-Freehand-Men-Blue-Printed-Straight-Kurta-3501548927278443-4.jpg | http://assets.myntassets.com/v1/assets/images/8605875/2019/1/31/3e8a628d-a24f-42ad-8f6b-df8389a2daa31548927279670-Freehand-Men-Blue-Printed-Straight-Kurta-3501548927278443-5.jpg,"Blue printed straight kurta, has a mandarin collar, long sleeves, asymmetric hem, side slits
The model (height 6') is wearing a size M
100% cotton Machine-wash
This in-style kurta from Freehand is a must-have for any wardrobe.  Dress this blue piece up with your favourite accessories and head out to any family event in style.","Blue printed straight kurta, has a mandarin collar, long sleeves, asymmetric hem, side slits",The model (height 6') is wearing a size M,This in-style kurta from Freehand is a must-have for any wardrobe.  Dress this blue piece up with your favourite accessories and head out to any family event in style.,Clothing/Men/Kurtas/Freehand/More by Freehand,944,2099,Men,Out of Stock,0,Shape : Straight | Sleeve Styling : Regular Sleeves | Occasion : Daily | Print or Pattern Type : Geometric | Number of Components : 1 | Design Styling : Regular | Colour Family : Indigo | Neck : Mandarin Collar | Pattern : Printed | Body or Garment Size : Garment Measurements in | Sleeve Length : Long Sleeves | Weave Pattern : Regular | Fabric Purity : Pure | Stitch : Ready to Wear | Hemline : Asymmetric | Wash Care : Machine Wash | Weave Type : Machine Weave | Length : Calf Length | Slit Detail : Side Slits | Fabric : Cotton,
06b3ea1461e88e4c5600ee18fde05229,2019-08-11 04:15:57 +0000,2323022,https://www.myntra.com/kurtas/anouk/anouk-women-black-yoke-design-a-line-kurta/2323022/buy,M,2323022_M,Anouk,Cotton  |  Machine-wash,Cotton,Anouk Women Black Yoke Design A-Line Kurta,Black,Black,A-Line Kurta,http://assets.myntassets.com/v1/assets/images/2323022/2018/1/29/11517208204035-Anouk-Women-Black-Printed-A-Line-Kurta-1601517208204020-1.jpg | http://assets.myntassets.com/v1/assets/images/2323022/2018/1/29/11517208204020-Anouk-Women-Black-Printed-A-Line-Kurta-1601517208204020-2.jpg | http://assets.myntassets.com/v1/assets/images/2323022/2018/1/29/11517208204006-Anouk-Women-Black-Printed-A-Line-Kurta-1601517208204020-3.jpg | http://assets.myntassets.com/v1/assets/images/2323022/2018/1/29/11517208203991-Anouk-Women-Black-Printed-A-Line-Kurta-1601517208204020-4.jpg,"Black yoke design A-line kurta, has a round neck, three-quarter sleeves, flared hem, no slits
The model (height 5'8"") is wearing a size S
You'll love the style, comfort and durability of this Anouk kurta.  Sport this black piece with studded flats and minimal jewellery for a simple yet stunning evening ensemble.
Cotton   Machine-wash","Black yoke design A-line kurta, has a round neck, three-quarter sleeves, flared hem, no slits","The model (height 5'8"") is wearing a size S","You'll love the style, comfort and durability of this Anouk kurta.  Sport this black piece with studded flats and minimal jewellery for a simple yet stunning evening ensemble.",Clothing/Women/Kurtas/Anouk/More by Anouk,1699,1699,Women,Out of Stock,0,Shape : A-Line | Sleeve Styling : Regular Sleeves | Occasion : Daily | Print or Pattern Type : Geometric | Number of Components : 1 | Design Styling : Regular | Colour Family : Earthy | Neck : Round Neck | Pattern : Yoke Design | Body or Garment Size : To-Fit Denotes Body Measurements in | Sleeve Length : Three-Quarter Sleeves | Weave Pattern : Regular | Fabric Purity : Pure | Stitch : Ready to Wear | Hemline : Flared | Wash Care : Machine Wash | Weave Type : Machine Weave | Length : Calf Length | Fabric : Cotton,
eed2cf22197a066eefdd5379c5f2f500,2019-07-28 08:54:56 +0000,2443519,https://www.myntra.com/kurtas/freehand/freehand-men-green-self-designed-straight-kurta/2443519/buy,XXL,2443519_XXL,Freehand,100% cotton | Machine-wash,cotton,Freehand Men Green Self-Designed Straight Kurta,Green,Green,Straight Kurta,http://assets.myntassets.com/v1/assets/images/2443519/2018/2/15/11518691963554-Freehand-Men-Green-Solid-Straight-Kurta-7931518691963418-1.jpg | http://assets.myntassets.com/v1/assets/images/2443519/2018/2/15/11518691963530-Freehand-Men-Green-Solid-Straight-Kurta-7931518691963418-2.jpg | http://assets.myntassets.com/v1/assets/images/2443519/2018/2/15/11518691963506-Freehand-Men-Green-Solid-Straight-Kurta-7931518691963418-3.jpg | http://assets.myntassets.com/v1/assets/images/2443519/2018/2/15/11518691963482-Freehand-Men-Green-Solid-Straight-Kurta-7931518691963418-4.jpg,"Green self-designed straight kurta, has a mandarin collar, long sleeves, straight hem, side slits
The model (height 6') is wearing a size M
Sport this classic kurta from Freehand this season.  This green piece is a great option for any evening event when combined with your favourite trousers or jeans.
100% cotton Machine-wash","Green self-designed straight kurta, has a mandarin collar, long sleeves, straight hem, side slits",The model (height 6') is wearing a size M,Sport this classic kurta from Freehand this season.  This green piece is a great option for any evening event when combined with your favourite trousers or jeans.,Clothing/Men/Kurtas/Freehand/More by Freehand,679,1699,Men,In Stock,1,Shape : Straight | Sleeve Styling : Regular Sleeves | Occasion : Festive | Print or Pattern Type : Woven Design | Number of Components : 1 | Design Styling : Regular | Neck : Mandarin Collar | Pattern : Woven Design | Body or Garment Size : Garment Measurements in | Sleeve Length : Long Sleeves | Weave Pattern : Regular | Fabric Purity : Pure | Hemline : Straight | Wash Care : Machine Wash | Weave Type : Machine Weave | Length : Knee Length | Slit Detail : Side Slits | Fabric : Cotton,
15ffb7bb5f56604960cec203b48216d6,2019-07-03 07:11:22 +0000,2579247,https://www.myntra.com/kurtas/shree/shree-women-beige-striped-straight-kurta/2579247/buy,XS,2579247_XS,Shree,Viscose rayonHand-wash,Viscose Rayon,Shree Women Beige Striped Straight Kurta,Beige,Beige,Straight Kurta,http://assets.myntassets.com/v1/assets/images/2579247/2018/3/9/11520581868126-Shree-Women-Kurtas-5981520581867838-1.jpg | http://assets.myntassets.com/v1/assets/images/2579247/2018/3/9/11520581868046-Shree-Women-Kurtas-5981520581867838-2.jpg | http://assets.myntassets.com/v1/assets/images/2579247/2018/3/9/11520581867962-Shree-Women-Kurtas-5981520581867838-3.jpg | http://assets.myntassets.com/v1/assets/images/2579247/2018/3/9/11520581867899-Shree-Women-Kurtas-5981520581867838-4.jpg,"Beige striped straight kurta with printed detail, has a stylised mandarin collar, 1 pocket, three-quarter sleeves, straight hem, multiple slitsManufacturer Info: SHR Lifestyles Pvt. Ltd.Country of Origin: India
The model (height 5'8"") is wearing a size S
Viscose rayonHand-wash
Comfortable and stylish, this kurta from Shree is ideal for any fashionista. This piece is a stylish option for a nice family function or an event when teamed with churidar leggings and classic flats.","Beige striped straight kurta with printed detail, has a stylised mandarin collar, 1 pocket, three-quarter sleeves, straight hem, multiple slitsManufacturer Info: SHR Lifestyles Pvt. Ltd.Country of Origin: India","The model (height 5'8"") is wearing a size S","Comfortable and stylish, this kurta from Shree is ideal for any fashionista. This piece is a stylish option for a nice family function or an event when teamed with churidar leggings and classic flats.",Clothing/Women/Kurtas/Shree/More by Shree,649,1299,Women,In Stock,Shape : Straight | Sleeve Styling : Regular Sleeves | Occasion : Daily | Print or Pattern Type : Striped | Number of Components : 1 | Design Styling : Regular | Neck : Mandarin Collar | Pattern : Striped | Body or Garment Size : Garment Measurements in | Sleeve Length : Three-Quarter Sleeves | Weave Pattern : Regular | Fabric Purity : Synthetic | Hemline : Straight | Wash Care : Hand Wash | Ornamentation : Beads and Stones | Weave Type : Machine Weave | Length : Calf Length | Slit Detail : Multiple Slits | Fabric : Viscose Rayon,,
