web-scraper-order,web-scraper-start-url,Single,Single-href,Titl,Price,Image-src
"1691767302-20","https://www.flipkart.com/search?q=Floral%20printed%20casual%20tshirts%20for%20women&otracker=search&otracker1=search&marketplace=FLIPKART&as-show=on&as=off","","https://www.flipkart.com/tokyo-talkies-floral-print-women-round-neck-brown-t-shirt/p/itmd9a33049254df?pid=TSHGGHHGMZQHSESN&lid=LSTTSHGGHHGMZQHSESN4ADUJC&marketplace=FLIPKART&q=Floral+printed+casual+tshirts+for+women&store=clo%2Fash%2Fank%2Floi&srno=s_1_15&otracker=search&otracker1=search&iid=11e39f76-54bb-4721-99fc-7caeecd3913e.TSHGGHHGMZQHSESN.SEARCH&ssid=uookai0ycg0000001691767239119&qH=dc1382d83d53f95e","Women Floral Print Round Neck Polyester Brown T-Shirt","₹360",""
"1691767305-21","https://www.flipkart.com/search?q=Floral%20printed%20casual%20tshirts%20for%20women&otracker=search&otracker1=search&marketplace=FLIPKART&as-show=on&as=off","","https://www.flipkart.com/modeve-printed-geometric-print-graphic-floral-polka-typography-checkered-women-round-neck-pink-t-shirt/p/itmbcb0a13f04c6d?pid=TSHG4YZHYCPGYFTF&lid=LSTTSHG4YZHYCPGYFTFWPACXI&marketplace=FLIPKART&q=Floral+printed+casual+tshirts+for+women&store=clo%2Fash%2Fank%2Floi&srno=s_1_14&otracker=search&otracker1=search&iid=11e39f76-54bb-4721-99fc-7caeecd3913e.TSHG4YZHYCPGYFTF.SEARCH&ssid=uookai0ycg0000001691767239119&qH=dc1382d83d53f95e","Women Printed, Geometric Print, Graphic Print, Floral Print, Polka Print, Typography, Checkered Round Neck Cotton Blend Pink T-Shirt","₹290","https://rukminim2.flixcart.com/image/832/832/kr3tj0w0/t-shirt/i/s/o/l-mod-7408-modeve-original-imag4yzh5vn2ckfq.jpeg?q=70"
"1691767308-22","https://www.flipkart.com/search?q=Floral%20printed%20casual%20tshirts%20for%20women&otracker=search&otracker1=search&marketplace=FLIPKART&as-show=on&as=off","","https://www.flipkart.com/ramya-collection-typography-printed-women-round-neck-pink-t-shirt/p/itm2c6e421b3e75c?pid=TSHGQ8DRP4U8APGW&lid=LSTTSHGQ8DRP4U8APGWDK8O8K&marketplace=FLIPKART&q=Floral+printed+casual+tshirts+for+women&store=clo%2Fash%2Fank%2Floi&srno=s_1_12&otracker=search&otracker1=search&iid=en_uciFqJp4_kbGZ8yGhmvXS9A4RCAsXGm0_A38dkKtn8fcYjYO2mMMQTMlLdjOBDPqCOl66Q18MwOPhVVDhjLwxg%3D%3D&ssid=uookai0ycg0000001691767239119&qH=dc1382d83d53f95e","Pack of 2 Women Typography, Printed Round Neck Cotton Blend Pink T-Shirt","₹455","https://rukminim2.flixcart.com/image/832/832/xif0q/t-shirt/b/v/z/xxl-ramya-girls-long-t-shirt-ramya-collection-original-imagq8drhqbzptz6.jpeg?q=70"
"1691767311-23","https://www.flipkart.com/search?q=Floral%20printed%20casual%20tshirts%20for%20women&otracker=search&otracker1=search&marketplace=FLIPKART&as-show=on&as=off","","https://www.flipkart.com/swaggerjns-printed-women-round-neck-black-t-shirt/p/itmfe87ead7a14bb?pid=TSHGMNGFZYHRPXHE&lid=LSTTSHGMNGFZYHRPXHEKMFJEX&marketplace=FLIPKART&q=Floral+printed+casual+tshirts+for+women&store=clo%2Fash%2Fank%2Floi&srno=s_1_11&otracker=search&otracker1=search&iid=en_uciFqJp4_kbGZ8yGhmvXS9A4RCAsXGm0_A38dkKtn8cmC4wE3hBYUrTpOALXWWATKOCMiFM8GjWoBxiJzrF9Mg%3D%3D&ssid=uookai0ycg0000001691767239119&qH=dc1382d83d53f95e","Women Printed Round Neck Cotton Blend Black T-Shirt","₹279","https://rukminim2.flixcart.com/image/832/832/xif0q/shopsy-t-shirt/5/9/p/m-ldt-033-swaggerjns-original-imagmk6c6q3jw4sp.jpeg?q=70"
"1691767314-24","https://www.flipkart.com/search?q=Floral%20printed%20casual%20tshirts%20for%20women&otracker=search&otracker1=search&marketplace=FLIPKART&as-show=on&as=off","","https://www.flipkart.com/white-moon-floral-print-women-round-neck-multicolor-t-shirt/p/itm75e005cea4000?pid=TSHGNY6RAKZXVPDV&lid=LSTTSHGNY6RAKZXVPDVDGDSYC&marketplace=FLIPKART&q=Floral+printed+casual+tshirts+for+women&store=clo%2Fash%2Fank%2Floi&srno=s_1_10&otracker=search&otracker1=search&iid=11e39f76-54bb-4721-99fc-7caeecd3913e.TSHGNY6RAKZXVPDV.SEARCH&ssid=uookai0ycg0000001691767239119&qH=dc1382d83d53f95e","Pack of 2 Women Floral Print Round Neck Cotton Blend Multicolor T-Shirt","₹664","https://rukminim2.flixcart.com/image/832/832/xif0q/t-shirt/x/k/6/3xl-wm-12000-new-onion-green-2pc-white-moon-original-imagny6qffdngxft.jpeg?q=70"
"1691767317-25","https://www.flipkart.com/search?q=Floral%20printed%20casual%20tshirts%20for%20women&otracker=search&otracker1=search&marketplace=FLIPKART&as-show=on&as=off","","https://www.flipkart.com/swaggerjns-printed-women-round-neck-yellow-t-shirt/p/itm3bf6f99048dd2?pid=TSHGMNGFFD7H9VWC&lid=LSTTSHGMNGFFD7H9VWCEM0PYQ&marketplace=FLIPKART&q=Floral+printed+casual+tshirts+for+women&store=clo%2Fash%2Fank%2Floi&srno=s_1_8&otracker=search&otracker1=search&iid=en_uciFqJp4_kbGZ8yGhmvXS9A4RCAsXGm0_A38dkKtn8cMhHa4jYGvZNZud9WGaBSKcHF55T59sk1J9XT50if9vw%3D%3D&ssid=uookai0ycg0000001691767239119&qH=dc1382d83d53f95e","Women Printed Round Neck Cotton Blend Yellow T-Shirt","₹279","https://rukminim2.flixcart.com/image/832/832/xif0q/shopsy-t-shirt/2/w/d/s-ldt-033-swaggerjns-original-imagmk6cvzw8azet.jpeg?q=70"
"1691767320-26","https://www.flipkart.com/search?q=Floral%20printed%20casual%20tshirts%20for%20women&otracker=search&otracker1=search&marketplace=FLIPKART&as-show=on&as=off","","https://www.flipkart.com/kook-n-keech-printed-women-round-neck-white-t-shirt/p/itm76f09683caf9b?pid=TSHG72KHHCNBU2JY&lid=LSTTSHG72KHHCNBU2JYQOADMO&marketplace=FLIPKART&q=Floral+printed+casual+tshirts+for+women&store=clo%2Fash%2Fank%2Floi&srno=s_1_7&otracker=search&otracker1=search&iid=11e39f76-54bb-4721-99fc-7caeecd3913e.TSHG72KHHCNBU2JY.SEARCH&ssid=uookai0ycg0000001691767239119&qH=dc1382d83d53f95e","Women Printed Round Neck Pure Cotton White T-Shirt","₹395",""
"1691767323-27","https://www.flipkart.com/search?q=Floral%20printed%20casual%20tshirts%20for%20women&otracker=search&otracker1=search&marketplace=FLIPKART&as-show=on&as=off","","https://www.flipkart.com/dillinger-floral-print-women-round-neck-pink-t-shirt/p/itmfc78bacd82258?pid=TSHG35BUWZP8QHZS&lid=LSTTSHG35BUWZP8QHZS08NCJL&marketplace=FLIPKART&q=Floral+printed+casual+tshirts+for+women&store=clo%2Fash%2Fank%2Floi&srno=s_1_6&otracker=search&otracker1=search&iid=11e39f76-54bb-4721-99fc-7caeecd3913e.TSHG35BUWZP8QHZS.SEARCH&ssid=uookai0ycg0000001691767239119&qH=dc1382d83d53f95e","Women Floral Print Round Neck Pure Cotton Pink T-Shirt","₹499","https://rukminim2.flixcart.com/image/832/832/korijrk0/t-shirt/7/h/q/xl-lndmk196fsr-dillinger-original-imag35btnegavrhd.jpeg?q=70"
"1691767326-28","https://www.flipkart.com/search?q=Floral%20printed%20casual%20tshirts%20for%20women&otracker=search&otracker1=search&marketplace=FLIPKART&as-show=on&as=off","","https://www.flipkart.com/base-41-floral-print-women-round-neck-pink-t-shirt/p/itm7d010b7ce3a42?pid=TSHGBRDVJKGPXJST&lid=LSTTSHGBRDVJKGPXJSTYC70RQ&marketplace=FLIPKART&q=Floral+printed+casual+tshirts+for+women&store=clo%2Fash%2Fank%2Floi&srno=s_1_4&otracker=search&otracker1=search&iid=11e39f76-54bb-4721-99fc-7caeecd3913e.TSHGBRDVJKGPXJST.SEARCH&ssid=uookai0ycg0000001691767239119&qH=dc1382d83d53f95e","Women Floral Print Round Neck Cotton Blend Pink T-Shirt","₹329","https://rukminim2.flixcart.com/image/832/832/kzu6efk0/t-shirt/2/o/q/m-tee-flower-pink-base-41-original-imagbrduxq2cgvez.jpeg?q=70"
"1691767329-29","https://www.flipkart.com/search?q=Floral%20printed%20casual%20tshirts%20for%20women&otracker=search&otracker1=search&marketplace=FLIPKART&as-show=on&as=off","","https://www.flipkart.com/reifica-printed-typography-women-round-neck-orange-t-shirt/p/itm4328796018f87?pid=TSHGZQXNGJGF8QUG&lid=LSTTSHGZQXNGJGF8QUG3OVQS5&marketplace=FLIPKART&q=Floral+printed+casual+tshirts+for+women&store=clo%2Fash%2Fank%2Floi&srno=s_1_3&otracker=search&otracker1=search&iid=11e39f76-54bb-4721-99fc-7caeecd3913e.TSHGZQXNGJGF8QUG.SEARCH&ssid=uookai0ycg0000001691767239119&qH=dc1382d83d53f95e","Women Printed, Typography Round Neck Cotton Blend Orange T-Shirt","₹369",""
